act_pos0,act_pos1,act_pos2,act_torq0,act_torq1,act_torq2
-120819,-18151,-98551,-114,-114,-114
-120819,-18152,-98653,-94,-94,-94
-120819,-18151,-98754,-148,-148,-148
-120819,-18151,-98855,-93,-93,-93
-120819,-18152,-98957,-149,-149,-149
-120819,-18151,-99057,-181,-181,-181
-120819,-18151,-99158,-201,-201,-201
-120819,-18151,-99258,-142,-142,-142
-120819,-18151,-99368,14,14,14
-120819,-18151,-99468,-109,-109,-109
-120819,-18151,-99569,-141,-141,-141
-120819,-18151,-99671,-95,-95,-95
-120819,-18151,-99772,-116,-116,-116
-120819,-18151,-99875,-55,-55,-55
-120819,-18151,-99976,-5,-5,-5
-120819,-18151,-100075,-127,-127,-127
-120820,-18151,-100175,-174,-174,-174
-120819,-18151,-100275,-35,-35,-35
-120819,-18151,-100373,-73,-73,-73
-120819,-18151,-100473,-189,-189,-189
-120819,-18151,-100574,-128,-128,-128
-120818,-18152,-100674,-177,-177,-177
-120819,-18151,-100774,-92,-92,-92
-120819,-18151,-100878,-17,-17,-17
-120819,-18151,-100989,-78,-78,-78
-120819,-18151,-101090,-49,-49,-49
-120819,-18151,-101191,-52,-52,-52
-120819,-18151,-101295,-168,-168,-168
-120819,-18151,-101394,-63,-63,-63
-120819,-18151,-101494,-141,-141,-141
-120819,-18151,-101596,-109,-109,-109
-120819,-18151,-101700,-26,-26,-26
-120819,-18151,-101801,-57,-57,-57
-120819,-18151,-101904,-129,-129,-129
-120819,-18150,-102004,-150,-150,-150
-120819,-18151,-102104,-36,-36,-36
-120819,-18151,-102204,-162,-162,-162
-120819,-18151,-102304,-136,-136,-136
-120819,-18152,-102404,-129,-129,-129
-120819,-18151,-102504,-71,-71,-71
-120819,-18151,-102607,-118,-118,-118
-120819,-18151,-102717,-85,-85,-85
-120819,-18151,-102819,-73,-73,-73
-120819,-18151,-102918,-115,-115,-115
-120819,-18151,-103020,-100,-100,-100
-120819,-18151,-103121,-209,-209,-209
-120819,-18151,-103220,13,13,13
-120819,-18151,-103320,-144,-144,-144
-120819,-18151,-103422,-120,-120,-120
-120819,-18151,-103524,-95,-95,-95
-120819,-18151,-103627,-129,-129,-129
-120819,-18151,-103730,-102,-102,-102
-120819,-18151,-103832,-129,-129,-129
-120819,-18151,-103933,-95,-95,-95
-120819,-18151,-104032,-72,-72,-72
-120819,-18151,-104140,-142,-142,-142
-120819,-18151,-104242,-208,-208,-208
-120819,-18151,-104341,-142,-142,-142
-120819,-18151,-104443,-112,-112,-112
-120819,-18151,-104543,-161,-161,-161
-120819,-18151,-104644,-178,-178,-178
-120819,-18151,-104742,-182,-182,-182
-120819,-18151,-104844,-93,-93,-93
-120819,-18151,-104945,-180,-180,-180
-120819,-18151,-105048,-157,-157,-157
-120819,-18151,-105149,-99,-99,-99
-120819,-18151,-105250,-120,-120,-120
-120819,-18151,-105362,-67,-67,-67
-120818,-18151,-105461,-83,-83,-83
-120819,-18151,-105561,-155,-155,-155
-120819,-18151,-105664,-99,-99,-99
-120819,-18151,-105765,-22,-22,-22
-120819,-18151,-105868,-76,-76,-76
-120819,-18151,-105970,-57,-57,-57
-120819,-18151,-106070,-31,-31,-31
-120819,-18151,-106170,-208,-208,-208
-120819,-18151,-106270,-177,-177,-177
-120819,-18151,-106369,-77,-77,-77
-120818,-18151,-106469,-50,-50,-50
-120819,-18150,-106570,-170,-170,-170
-120819,-18151,-106670,-66,-66,-66
-120819,-18151,-106768,-55,-55,-55
-120819,-18151,-106879,-108,-108,-108
-120819,-18150,-106980,-97,-97,-97
-120819,-18151,-107082,-27,-27,-27
-120819,-18151,-107185,-158,-158,-158
-120819,-18151,-107286,-143,-143,-143
-120819,-18150,-107386,-135,-135,-135
-120819,-18150,-107487,-154,-154,-154
-120819,-18151,-107588,-139,-139,-139
-120819,-18151,-107691,-114,-114,-114
-120819,-18151,-107793,-101,-101,-101
-120819,-18151,-107895,-57,-57,-57
-120819,-18151,-107996,-173,-173,-173
-120819,-18150,-108096,-88,-88,-88
-120819,-18151,-108199,-152,-152,-152
-120819,-18151,-108309,-98,-98,-98
-120819,-18151,-108412,-53,-53,-53
-120819,-18151,-108514,-145,-145,-145
-120819,-18151,-108613,-188,-188,-188
-120819,-18150,-108714,-156,-156,-156
-120819,-18151,-108816,-121,-121,-121
-120819,-18151,-108916,-127,-127,-127
-120819,-18151,-109016,-162,-162,-162
-120819,-18151,-109117,-114,-114,-114
-120819,-18151,-109217,-152,-152,-152
-120819,-18151,-109318,-263,-263,-263
-120819,-18151,-109421,-2,-2,-2
-120819,-18151,-109522,-99,-99,-99
-120819,-18151,-109632,-119,-119,-119
-120819,-18151,-109733,-97,-97,-97
-120819,-18151,-109834,-196,-196,-196
-120819,-18151,-109936,-162,-162,-162
-120818,-18151,-110037,-140,-140,-140
-120819,-18151,-110139,-110,-110,-110
-120819,-18151,-110241,-115,-115,-115
-120819,-18151,-110341,-95,-95,-95
-120819,-18151,-110441,-52,-52,-52
-120819,-18152,-110552,-110,-110,-110
-120819,-18151,-110651,-50,-50,-50
-120819,-18151,-110751,-149,-149,-149
-120819,-18151,-110853,-79,-79,-79
-120819,-18151,-110954,-203,-203,-203
-120820,-18151,-111059,28,28,28
-120819,-18151,-111159,-145,-145,-145
-120819,-18151,-111259,-39,-39,-39
-120819,-18151,-111356,-37,-37,-37
-120819,-18151,-111456,-193,-193,-193
-120819,-18151,-111557,-22,-22,-22
-120819,-18151,-111669,-137,-137,-137
-120819,-18151,-111770,34,34,34
-120819,-18151,-111871,-144,-144,-144
-120819,-18151,-111972,-102,-102,-102
-120819,-18150,-112070,-81,-81,-81
-120819,-18151,-112171,-151,-151,-151
-120819,-18151,-112271,-143,-143,-143
-120818,-18150,-112372,-113,-113,-113
-120819,-18151,-112473,-136,-136,-136
-120819,-18152,-112573,-141,-141,-141
-120819,-18151,-112674,-30,-30,-30
-120819,-18151,-112774,-88,-88,-88
-120819,-18151,-112877,-61,-61,-61
-120819,-18151,-112977,-104,-104,-104
-120819,-18151,-113077,-108,-108,-108
-120818,-18151,-113190,-100,-100,-100
-120819,-18151,-113293,-71,-71,-71
-120819,-18151,-113395,-137,-137,-137
-120819,-18152,-113497,-170,-170,-170
-120819,-18151,-113601,-100,-100,-100
-120819,-18151,-113700,-117,-117,-117
-120819,-18151,-113802,-144,-144,-144
-120819,-18151,-113902,-83,-83,-83
-120819,-18152,-114003,-106,-106,-106
-120819,-18151,-114102,-131,-131,-131
-120819,-18151,-114205,-162,-162,-162
-120819,-18151,-114309,-101,-101,-101
-120819,-18151,-114413,-71,-71,-71
-120819,-18151,-114523,-175,-175,-175
-120819,-18151,-114621,-145,-145,-145
-120819,-18151,-114719,-155,-155,-155
-120819,-18151,-114820,-47,-47,-47
-120819,-18151,-114921,-124,-124,-124
-120819,-18151,-115024,-56,-56,-56
-120819,-18151,-115128,-121,-121,-121
-120819,-18151,-115229,-108,-108,-108
-120819,-18151,-115328,-108,-108,-108
-120819,-18151,-115427,-134,-134,-134
-120819,-18151,-115527,-63,-63,-63
-120819,-18151,-115630,-174,-174,-174
-120819,-18151,-115732,-82,-82,-82
-120819,-18151,-115842,-224,-224,-224
-120819,-18151,-115943,-141,-141,-141
-120819,-18151,-116051,-117,-117,-117
-120818,-18150,-116155,-109,-109,-109
-120819,-18151,-116259,-139,-139,-139
-120819,-18151,-116363,-11,-11,-11
-120818,-18151,-116462,-9,-9,-9
-120819,-18151,-116562,-158,-158,-158
-120819,-18151,-116661,-106,-106,-106
-120819,-18151,-116770,-115,-115,-115
-120819,-18152,-116870,-62,-62,-62
-120819,-18150,-116968,-164,-164,-164
-120819,-18151,-117068,-155,-155,-155
-120818,-18151,-117171,-84,-84,-84
-120819,-18151,-117274,-181,-181,-181
-120819,-18150,-117376,-51,-51,-51
-120818,-18151,-117475,-148,-148,-148
-120819,-18151,-117575,-136,-136,-136
-120819,-18151,-117675,-71,-71,-71
-120819,-18151,-117777,-152,-152,-152
-120819,-18151,-117879,-70,-70,-70
-120819,-18151,-117982,-97,-97,-97
-120819,-18151,-118083,-117,-117,-117
-120819,-18151,-118195,-91,-91,-91
-120819,-18151,-118296,-74,-74,-74
-120819,-18151,-118397,-27,-27,-27
-120819,-18151,-118495,-65,-65,-65
-120819,-18151,-118594,-149,-149,-149
-120819,-18151,-118692,-80,-80,-80
-120819,-18151,-118792,-124,-124,-124
-120819,-18151,-118894,-121,-121,-121
-120819,-18151,-118995,-65,-65,-65
-120819,-18151,-119094,-85,-85,-85
-120819,-18151,-119194,-81,-81,-81
-120819,-18151,-119295,-203,-203,-203
-120819,-18151,-119395,-134,-134,-134
-120819,-18151,-119495,-68,-68,-68
-120819,-18151,-119608,-45,-45,-45
-120819,-18151,-119711,-112,-112,-112
-120819,-18151,-119812,-226,-226,-226
-120819,-18151,-119916,-120,-120,-120
-120819,-18151,-120015,-129,-129,-129
-120819,-18151,-120115,-99,-99,-99
-120819,-18151,-120216,-183,-183,-183
-120819,-18151,-120318,-106,-106,-106
-120819,-18151,-120418,97,97,97
-120819,-18151,-120521,-164,-164,-164
-120819,-18151,-120621,-113,-113,-113
-120819,-18151,-120722,-65,-65,-65
-120819,-18151,-120820,-171,-171,-171
-120819,-18150,-120918,-138,-138,-138
-120819,-18151,-121028,-135,-135,-135
-120819,-18151,-121129,-123,-123,-123
-120819,-18151,-121233,-168,-168,-168
-120819,-18151,-121331,-61,-61,-61
-120819,-18151,-121432,-84,-84,-84
-120819,-18151,-121534,-176,-176,-176
-120819,-18151,-121635,-25,-25,-25
-120819,-18151,-121736,-67,-67,-67
-120819,-18151,-121839,-137,-137,-137
-120819,-18151,-121939,-149,-149,-149
-120819,-18151,-122039,-83,-83,-83
-120819,-18151,-122141,-224,-224,-224
-120819,-18151,-122251,-135,-135,-135
-120819,-18151,-122354,-114,-114,-114
-120819,-18150,-122456,-114,-114,-114
-120819,-18151,-122559,-135,-135,-135
-120819,-18151,-122660,-56,-56,-56
-120819,-18151,-122760,-98,-98,-98
-120819,-18151,-122855,-139,-139,-139
-120819,-18151,-122953,-73,-73,-73
-120819,-18151,-123051,-105,-105,-105
-120819,-18151,-123148,-112,-112,-112
-120819,-18151,-123251,-119,-119,-119
-120819,-18152,-123349,-110,-110,-110
-120819,-18151,-123452,-117,-117,-117
-120818,-18151,-123551,-200,-200,-200
-120819,-18151,-123651,-92,-92,-92
-120819,-18151,-123758,-94,-94,-94
-120819,-18151,-123857,-129,-129,-129
-120820,-18151,-123956,-113,-113,-113
-120819,-18151,-124057,-99,-99,-99
-120819,-18152,-124157,-30,-30,-30
-120819,-18151,-124260,-85,-85,-85
-120819,-18150,-124357,-169,-169,-169
-120819,-18151,-124456,-154,-154,-154
-120819,-18150,-124553,-105,-105,-105
-120819,-18151,-124653,-10,-10,-10
-120819,-18151,-124753,-108,-108,-108
-120819,-18151,-124859,-130,-130,-130
-120819,-18151,-124956,-64,-64,-64
-120819,-18151,-125056,-90,-90,-90
-120819,-18151,-125156,-166,-166,-166
-120819,-18150,-125258,-151,-151,-151
-120819,-18151,-125359,102,102,102
-120819,-18151,-125460,-170,-170,-170
-120819,-18152,-125561,-89,-89,-89
-120819,-18151,-125661,-172,-172,-172
-120819,-18151,-125760,-82,-82,-82
-120819,-18152,-125870,-128,-128,-128
-120819,-18151,-125972,-125,-125,-125
-120819,-18151,-126079,-27,-27,-27
-120819,-18151,-126185,-67,-67,-67
-120819,-18151,-126288,-101,-101,-101
-120819,-18151,-126391,-110,-110,-110
-120819,-18150,-126496,-81,-81,-81
-120819,-18151,-126599,-77,-77,-77
-120819,-18151,-126702,-129,-129,-129
-120819,-18151,-126800,-105,-105,-105
-120819,-18151,-126899,-41,-41,-41
-120819,-18151,-127000,-130,-130,-130
-120819,-18151,-127111,-108,-108,-108
-120819,-18151,-127213,-51,-51,-51
-120818,-18151,-127315,-138,-138,-138
-120820,-18152,-127415,-204,-204,-204
-120819,-18151,-127521,-143,-143,-143
-120819,-18151,-127624,-115,-115,-115
-120819,-18151,-127723,-40,-40,-40
-120820,-18151,-127824,-166,-166,-166
-120819,-18151,-127926,-92,-92,-92
-120820,-18151,-128028,-41,-41,-41
-120819,-18151,-128129,-84,-84,-84
-120819,-18151,-128228,-66,-66,-66
-120819,-18151,-128339,-112,-112,-112
-120819,-18151,-128440,-119,-119,-119
-120820,-18151,-128540,-156,-156,-156
-120819,-18151,-128642,-54,-54,-54
-120819,-18151,-128741,-101,-101,-101
-120819,-18152,-128842,-33,-33,-33
-120819,-18150,-128942,-125,-125,-125
-120819,-18152,-129044,-74,-74,-74
-120819,-18150,-129142,-135,-135,-135
-120819,-18151,-129241,-11,-11,-11
-120819,-18151,-129341,-69,-69,-69
-120818,-18151,-129443,-58,-58,-58
-120819,-18151,-129555,-126,-126,-126
-120818,-18151,-129653,-104,-104,-104
-120819,-18151,-129748,-149,-149,-149
-120819,-18151,-129843,-24,-24,-24
-120819,-18151,-129939,-130,-130,-130
-120819,-18151,-130037,-24,-24,-24
-120819,-18151,-130132,-80,-80,-80
-120819,-18151,-130229,-133,-133,-133
-120819,-18151,-130325,-89,-89,-89
-120819,-18151,-130425,-156,-156,-156
-120819,-18151,-130527,-179,-179,-179
-120819,-18152,-130631,-98,-98,-98
-120819,-18152,-130730,-81,-81,-81
-120818,-18152,-130842,-193,-193,-193
-120819,-18152,-130938,-81,-81,-81
-120819,-18152,-131036,-74,-74,-74
-120819,-18152,-131132,-231,-231,-231
-120819,-18151,-131230,-62,-62,-62
-120819,-18152,-131333,-135,-135,-135
-120819,-18153,-131438,-122,-122,-122
-120819,-18152,-131540,-95,-95,-95
-120819,-18152,-131641,-161,-161,-161
-120819,-18152,-131742,-98,-98,-98
-120820,-18152,-131841,-139,-139,-139
-120819,-18152,-131945,-98,-98,-98
-120819,-18152,-132051,-67,-67,-67
-120819,-18152,-132165,-132,-132,-132
-120819,-18151,-132269,-92,-92,-92
-120819,-18152,-132372,-181,-181,-181
-120819,-18152,-132468,-71,-71,-71
-120819,-18152,-132568,-56,-56,-56
-120820,-18152,-132669,-164,-164,-164
-120819,-18153,-132773,-36,-36,-36
-120819,-18152,-132875,-133,-133,-133
-120819,-18152,-132975,-36,-36,-36
-120819,-18152,-133074,-106,-106,-106
-120819,-18153,-133172,-163,-163,-163
-120819,-18152,-133269,-183,-183,-183
-120819,-18153,-133366,-124,-124,-124
-120819,-18152,-133459,-169,-169,-169
-120819,-18152,-133557,-105,-105,-105
-120819,-18152,-133658,-68,-68,-68
-120819,-18152,-133752,-155,-155,-155
-120819,-18152,-133855,-107,-107,-107
-120819,-18152,-133955,-108,-108,-108
-120819,-18153,-134058,-145,-145,-145
-120819,-18152,-134156,-87,-87,-87
-120819,-18152,-134254,-265,-265,-265
-120819,-18152,-134351,-70,-70,-70
-120819,-18152,-134447,-49,-49,-49
-120819,-18153,-134543,-193,-193,-193
-120819,-18152,-134639,-85,-85,-85
-120819,-18152,-134740,-120,-120,-120
-120819,-18152,-134843,-172,-172,-172
-120819,-18152,-134945,-122,-122,-122
-120819,-18152,-135053,-173,-173,-173
-120819,-18152,-135147,-32,-32,-32
-120819,-18152,-135237,-161,-161,-161
-120819,-18152,-135333,-109,-109,-109
-120819,-18152,-135434,-127,-127,-127
-120819,-18152,-135536,-54,-54,-54
-120819,-18152,-135635,-89,-89,-89
-120819,-18153,-135732,-90,-90,-90
-120819,-18153,-135831,-104,-104,-104
-120819,-18153,-135927,-207,-207,-207
-120819,-18153,-136027,-137,-137,-137
-120819,-18153,-136128,-42,-42,-42
-120819,-18153,-136242,-151,-151,-151
-120819,-18153,-136345,-195,-195,-195
-120819,-18153,-136445,-229,-229,-229
-120819,-18153,-136542,-125,-125,-125
-120819,-18153,-136640,-116,-116,-116
-120819,-18153,-136741,-168,-168,-168
-120819,-18154,-136846,-157,-157,-157
-120819,-18153,-136950,-87,-87,-87
-120819,-18153,-137054,-128,-128,-128
-120819,-18153,-137155,-58,-58,-58
-120819,-18154,-137251,-73,-73,-73
-120819,-18154,-137348,-187,-187,-187
-120819,-18154,-137450,-144,-144,-144
-120820,-18154,-137565,-64,-64,-64
-120820,-18154,-137671,-61,-61,-61
-120820,-18154,-137778,-88,-88,-88
-120820,-18154,-137880,-34,-34,-34
-120820,-18154,-137978,-38,-38,-38
-120820,-18154,-138076,-127,-127,-127
-120820,-18154,-138178,-151,-151,-151
-120820,-18154,-138281,-88,-88,-88
-120820,-18154,-138381,-116,-116,-116
-120820,-18155,-138479,-63,-63,-63
-120820,-18155,-138577,-63,-63,-63
-120820,-18155,-138672,-45,-45,-45
-120820,-18155,-138783,-157,-157,-157
-120820,-18155,-138887,-214,-214,-214
-120821,-18155,-138993,-148,-148,-148
-120821,-18155,-139095,-89,-89,-89
-120821,-18155,-139190,-58,-58,-58
-120821,-18155,-139284,-32,-32,-32
-120821,-18156,-139380,-119,-119,-119
-120821,-18156,-139486,-77,-77,-77
-120821,-18156,-139603,-56,-56,-56
-120821,-18157,-139711,-115,-115,-115
-120822,-18157,-139810,-198,-198,-198
-120822,-18158,-139908,-153,-153,-153
-120822,-18158,-140005,-46,-46,-46
-120822,-18159,-140104,-14,-14,-14
-120822,-18159,-140204,-130,-130,-130
-120822,-18159,-140309,-54,-54,-54
-120823,-18159,-140411,-122,-122,-122
-120823,-18159,-140516,-110,-110,-110
-120823,-18160,-140619,-59,-59,-59
-120823,-18160,-140720,-44,-44,-44
-120823,-18160,-140820,-123,-123,-123
-120823,-18160,-140924,-162,-162,-162
-120823,-18159,-141036,-109,-109,-109
-120824,-18160,-141134,-176,-176,-176
-120823,-18161,-141232,-118,-118,-118
-120823,-18161,-141326,-140,-140,-140
-120823,-18161,-141424,-148,-148,-148
-120823,-18161,-141529,-243,-243,-243
-120824,-18161,-141638,-79,-79,-79
-120823,-18162,-141746,-150,-150,-150
-120824,-18161,-141848,-15,-15,-15
-120824,-18161,-141945,-81,-81,-81
-120824,-18161,-142038,-97,-97,-97
-120824,-18162,-142137,-56,-56,-56
-120824,-18162,-142249,-210,-210,-210
-120824,-18161,-142354,-65,-65,-65
-120824,-18161,-142458,-273,-273,-273
-120824,-18161,-142565,-118,-118,-118
-120824,-18161,-142664,-52,-52,-52
-120825,-18161,-142761,-98,-98,-98
-120825,-18162,-142862,-28,-28,-28
-120825,-18161,-142962,-70,-70,-70
-120825,-18161,-143062,-107,-107,-107
-120825,-18161,-143162,-124,-124,-124
-120825,-18161,-143261,-70,-70,-70
-120826,-18161,-143370,-35,-35,-35
-120825,-18161,-143460,-116,-116,-116
-120825,-18161,-143578,-240,-240,-240
-120825,-18161,-143684,-54,-54,-54
-120825,-18161,-143791,17,17,17
-120825,-18161,-143893,-88,-88,-88
-120825,-18161,-143992,-157,-157,-157
-120825,-18161,-144086,-124,-124,-124
-120825,-18161,-144185,-58,-58,-58
-120826,-18162,-144289,-124,-102,-102
-120825,-18161,-144400,-87,-87,-87
-120825,-18161,-144506,-56,-56,-56
-120825,-18161,-144610,-79,-79,-79
-120824,-18161,-144710,-122,-122,-122
-120825,-18161,-144807,-237,-237,-237
-120825,-18161,-144904,-68,-68,-68
-120825,-18161,-145003,-45,-45,-45
-120825,-18160,-145116,-90,-90,-90
-120827,-18161,-145216,14,14,14
-120826,-18161,-145316,-60,-60,-60
-120826,-18161,-145415,-172,-172,-172
-120826,-18161,-145514,-69,-69,-69
-120826,-18161,-145617,-94,-94,-94
-120826,-18161,-145722,-104,-104,-104
-120826,-18161,-145828,-42,-42,-42
-120826,-18162,-145938,-75,-75,-75
-120826,-18161,-146035,-140,-140,-140
-120826,-18161,-146126,-99,-99,-99
-120826,-18161,-146225,-80,-80,-80
-120826,-18161,-146330,-28,-28,-28
-120826,-18161,-146436,19,19,19
-120826,-18161,-146543,-140,-140,-140
-120826,-18161,-146646,-88,-88,-88
-120826,-18161,-146746,-59,-59,-59
-120826,-18161,-146840,-7,-7,-7
-120826,-18160,-146936,-36,-36,-36
-120826,-18160,-147051,-119,-119,-119
-120826,-18161,-147150,51,51,51
-120827,-18161,-147253,11,11,11
-120827,-18161,-147356,-75,-75,-75
-120826,-18160,-147455,-59,-59,-59
-120826,-18160,-147554,-25,-25,-25
-120826,-18160,-147657,-130,-130,-130
-120827,-18160,-147761,-36,-36,-36
-120827,-18160,-147875,-131,-131,-131
-120827,-18160,-147973,9,9,9
-120827,-18160,-148071,-79,-79,-79
-120827,-18160,-148166,-144,-144,-144
-120827,-18160,-148258,-80,-80,-80
-120827,-18160,-148360,-67,-67,-67
-120827,-18160,-148467,-98,-98,-98
-120827,-18160,-148576,-84,-84,-84
-120827,-18160,-148692,-48,-48,-48
-120828,-18160,-148792,-71,-71,-71
-120827,-18160,-148883,-39,-39,-39
-120827,-18160,-148979,3,3,3
-120827,-18159,-149082,-81,-81,-81
-120827,-18161,-149186,-132,-132,-132
-120827,-18160,-149290,-41,-41,-41
-120827,-18160,-149391,-88,-88,-88
-120827,-18160,-149499,-151,-151,-151
-120827,-18160,-149594,-159,-159,-159
-120828,-18160,-149693,-85,-85,-85
-120827,-18160,-149794,-40,-40,-40
-120827,-18159,-149896,-64,-64,-64
-120827,-18161,-149999,-41,-41,-41
-120827,-18160,-150100,-41,-41,-41
-120828,-18160,-150196,-7,-7,-7
-120827,-18160,-150293,-163,-163,-163
-120827,-18160,-150409,-92,-92,-92
-120827,-18160,-150516,-127,-127,-127
-120827,-18160,-150621,-124,-124,-124
-120828,-18160,-150723,-160,-160,-160
-120828,-18160,-150819,-152,-152,-152
-120827,-18160,-150912,-6,-6,-6
-120828,-18160,-151010,-246,-246,-246
-120828,-18160,-151108,19,19,19
-120827,-18160,-151226,-154,-154,-154
-120827,-18159,-151332,5,5,5
-120827,-18159,-151433,-74,-74,-74
-120827,-18159,-151523,2,2,2
-120827,-18159,-151617,-49,-49,-49
-120828,-18159,-151716,-104,-104,-104
-120827,-18159,-151819,-77,-77,-77
-120827,-18159,-151924,-28,-28,-28
-120827,-18159,-152026,19,19,19
-120827,-18159,-152126,-83,-83,-83
-120828,-18159,-152235,-201,-201,-201
-120827,-18159,-152335,-3,-3,-3
-120827,-18159,-152440,-218,-218,-218
-120827,-18159,-152548,-85,-85,-85
-120828,-18160,-152649,-112,-112,-112
-120827,-18159,-152753,-75,-75,-75
-120827,-18159,-152848,-31,-31,-31
-120827,-18159,-152946,-128,-128,-128
-120827,-18159,-153038,-39,-39,-39
-120827,-18159,-153154,-187,-187,-187
-120827,-18159,-153263,32,32,32
-120827,-18159,-153372,-54,-54,-54
-120827,-18158,-153476,1,1,1
-120827,-18159,-153572,-5,-5,-5
-120828,-18158,-153662,-82,-82,-82
-120827,-18159,-153757,-110,-110,-110
-120828,-18159,-153859,90,90,90
-120828,-18159,-153966,-197,-197,-197
-120828,-18159,-154082,-65,-65,-65
-120828,-18159,-154188,-55,-55,-55
-120828,-18159,-154285,-52,-52,-52
-120828,-18159,-154381,-56,-56,-56
-120831,-18159,-154508,-110,-110,-110
-120833,-18160,-154623,97,97,97
-120834,-18159,-154728,-75,-75,-75
-120835,-18159,-154827,-126,-126,-126
-120836,-18159,-154923,-65,-65,-65
-120836,-18158,-155016,-3,-3,-3
-120836,-18159,-155116,-23,-23,-23
-120836,-18158,-155215,-113,-113,-113
-120836,-18159,-155317,-39,-39,-39
-120836,-18159,-155418,-210,-210,-210
-120836,-18159,-155529,-33,-33,-33
-120836,-18159,-155625,-81,-81,-81
-120836,-18159,-155716,-9,-9,-9
-120836,-18159,-155814,-1,-1,-1
-120836,-18159,-155915,0,0,0
-120836,-18159,-156022,16,16,16
-120836,-18160,-156128,14,14,14
-120836,-18159,-156232,22,22,22
-120836,-18159,-156330,-47,-47,-47
-120836,-18158,-156427,-47,-47,-47
-120836,-18160,-156526,77,77,77
-120836,-18159,-156628,-112,-112,-112
-120836,-18159,-156730,-42,-42,-42
-120836,-18159,-156832,-25,-25,-25
-120836,-18159,-156941,14,14,14
-120836,-18159,-157040,-10,-10,-10
-120836,-18159,-157140,43,43,43
-120836,-18159,-157244,-152,-152,-152
-120836,-18159,-157347,-98,-98,-98
-120837,-18159,-157450,45,45,45
-120837,-18159,-157550,77,77,77
-120837,-18159,-157646,-152,-152,-152
-120837,-18159,-157739,-70,-70,-70
-120837,-18159,-157841,-3,-3,-3
-120837,-18159,-157945,-67,-67,-67
-120837,-18159,-158050,-53,-53,-53
-120837,-18159,-158158,52,52,52
-120837,-18159,-158259,9,9,9
-120838,-18159,-158360,50,50,50
-120837,-18158,-158454,-120,-120,-120
-120837,-18159,-158551,-61,-61,-61
-120837,-18159,-158653,-39,-39,-39
-120837,-18158,-158757,-17,-17,-17
-120837,-18159,-158861,-5,-5,-5
-120837,-18158,-158963,-12,-12,-12
-120837,-18158,-159062,-57,-57,-57
-120837,-18158,-159157,-44,-44,-44
-120837,-18158,-159269,2,2,2
-120837,-18158,-159372,-8,-8,-8
-120837,-18158,-159473,-60,-60,-60
-120837,-18158,-159571,-57,-57,-57
-120837,-18157,-159668,-49,-49,-49
-120837,-18158,-159762,-108,-108,-108
-120837,-18157,-159859,32,32,32
-120837,-18158,-159959,-98,-98,-98
-120837,-18158,-160067,-37,-37,-37
-120837,-18158,-160176,-50,-50,-50
-120837,-18157,-160282,18,18,18
-120837,-18157,-160383,-103,-103,-103
-120837,-18157,-160489,-51,-51,-51
-120837,-18156,-160583,56,56,56
-120837,-18157,-160681,-54,-54,-54
-120837,-18157,-160785,-71,-71,-71
-120837,-18157,-160891,0,0,0
-120837,-18157,-160995,-85,-85,-85
-120837,-18157,-161091,-19,-19,-19
-120837,-18157,-161188,-54,-54,-54
-120837,-18157,-161288,1,1,1
-120837,-18157,-161392,-10,-10,-10
-120837,-18156,-161495,-49,-49,-49
-120837,-18156,-161608,-52,-52,-52
-120837,-18156,-161705,-26,-26,-26
-120837,-18156,-161796,-19,-19,-19
-120837,-18156,-161893,-111,-111,-111
-120837,-18157,-161997,-85,-85,-85
-120837,-18156,-162107,-48,-48,-48
-120836,-18156,-162216,-32,-32,-32
-120836,-18156,-162327,20,20,20
-120836,-18157,-162423,33,33,33
-120836,-18156,-162512,81,81,81
-120836,-18156,-162608,16,16,16
-120836,-18156,-162711,-107,-107,-107
-120836,-18156,-162818,-14,-14,-14
-120836,-18156,-162924,-37,-37,-37
-120836,-18156,-163030,-123,-123,-123
-120836,-18156,-163130,-65,-65,-65
-120836,-18156,-163226,-26,-26,-26
-120835,-18156,-163325,1,1,1
-120835,-18156,-163429,3,3,3
-120835,-18156,-163527,-49,-49,-49
-120835,-18155,-163632,-122,-122,-122
-120836,-18156,-163745,-97,-97,-97
-120835,-18156,-163844,-36,-36,-36
-120835,-18155,-163940,13,13,13
-120835,-18156,-164045,25,25,25
-120835,-18156,-164153,-131,-131,-131
-120834,-18156,-164260,-37,-37,-37
-120834,-18156,-164361,-107,-107,-107
-120834,-18156,-164457,-57,-57,-57
-120834,-18156,-164551,-4,-4,-4
-120834,-18156,-164651,-63,-63,-63
-120834,-18156,-164751,-120,-120,-120
-120834,-18156,-164857,-110,-110,-110
-120834,-18156,-164967,13,13,13
-120834,-18156,-165074,8,8,8
-120834,-18156,-165176,-1,-1,-1
-120834,-18156,-165269,-8,-8,-8
-120834,-18156,-165364,-7,-7,-7
-120834,-18156,-165469,-17,-17,-17
-120834,-18156,-165572,28,28,28
-120834,-18156,-165669,13,13,13
-120834,-18156,-165777,-80,-80,-80
-120834,-18156,-165875,42,42,42
-120834,-18156,-165973,46,46,46
-120834,-18156,-166080,-35,-35,-35
-120834,-18156,-166186,-29,-29,-29
-120833,-18157,-166292,-56,-56,-56
-120833,-18156,-166399,-47,-47,-47
-120833,-18156,-166497,-23,-23,-23
-120833,-18156,-166588,-28,-28,-28
-120833,-18156,-166688,-37,-37,-37
