act_pos0,act_pos1,act_pos2,act_torq0,act_torq1,act_torq2
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
-120660,-18148,-191035,-1,-1,-1
